Module,Day,Stability(%),ProcessorSpeed(%),Capability(%),Constraint
Dimension12,115,99.9726,101.61,100.68,None
Dimension12,116,99.9759,98.19,99.15,None
Dimension12,117,99.9722,99.7,99.19,None
Dimension12,118,99.9814,99.01,99.51,None
Dimension12,119,99.9801,98.46,100.32,None
Dimension12,120,99.9736,99.57,99.17,Quantum
4Sight,1,99.976,100.35,99.91,None
4Sight,2,99.9825,99.06,100.93,Quantum
4Sight,3,99.9737,98.74,100.49,None
4Sight,4,99.9874,98.43,100.07,None
4Sight,5,99.9723,98.69,99.95,None
4Sight,6,99.9874,101.86,100.2,None
4Sight,7,99.9824,101.9,99.72,None
4Sight,8,99.9838,99.58,99.61,None
4Sight,9,99.9703,98.45,99.03,Bandwidth
4Sight,10,99.9872,98.84,100.3,None
4Sight,11,99.9787,100.5,100.58,None
4Sight,12,99.976,99.85,99.95,None
4Sight,13,99.9733,98.61,100.41,Bandwidth
4Sight,14,99.9794,101.44,100.17,None
4Sight,15,99.9814,101.34,99.1,None
4Sight,16,99.9826,100.85,100.96,Quantum
4Sight,17,99.9847,100.38,100.11,None
4Sight,18,99.9797,99.94,100.18,None
4Sight,19,99.9836,101.27,99.98,Thermal
4Sight,20,99.9806,99.69,99.63,None
4Sight,21,99.9879,99.67,99.95,None
4Sight,22,99.9888,99.39,100.4,None
4Sight,23,99.9758,98.77,99.69,None
4Sight,24,99.9744,101.64,99.68,None
4Sight,25,99.9868,100.63,99.26,None
4Sight,26,99.9842,101.84,100.67,None
4Sight,27,99.9847,101.18,100.6,Quantum
4Sight,28,99.9824,99.13,100.5,None
4Sight,29,99.9726,98.8,100.21,None
4Sight,30,99.9783,101.98,99.61,None
4Sight,31,99.9709,98.07,100.76,None
4Sight,32,99.9732,101.31,100.79,None
4Sight,33,99.9713,99.72,100.24,None
4Sight,34,99.9745,99.03,99.68,None
4Sight,35,99.9709,101.51,99.53,None
4Sight,36,99.9838,100.06,100.34,Thermal
4Sight,37,99.9885,99.75,99.91,Quantum
4Sight,38,99.9722,98.42,100.22,Thermal
4Sight,39,99.9889,101.29,99.08,None
4Sight,40,99.9826,101.48,100.82,None
4Sight,41,99.9758,99.77,100.01,Thermal
4Sight,42,99.972,100.59,99.67,None
4Sight,43,99.987,99.76,99.83,Thermal
4Sight,44,99.9749,101.24,99.68,None
4Sight,45,99.9717,99.49,100.51,None
4Sight,46,99.9833,98.61,100.51,None
4Sight,47,99.9746,101.21,99.83,None
4Sight,48,99.9792,101.41,100.59,None
4Sight,49,99.9706,98.58,99.02,Quantum
4Sight,50,99.9889,98.34,99.63,Bandwidth
4Sight,51,99.9733,98.25,100.52,None
4Sight,52,99.9828,101.61,99.12,None
4Sight,53,99.9843,100.64,100.04,None
4Sight,54,99.978,100.72,100.11,None
4Sight,55,99.9849,101.64,99.02,None
4Sight,56,99.9806,101.68,100.4,None
4Sight,57,99.9741,100.18,100.58,None
4Sight,58,99.9839,101.55,100.56,None
4Sight,59,99.9739,99.21,99.07,None
4Sight,60,99.9845,100.96,99.25,Bandwidth
4Sight,61,99.9757,98.37,100.1,None
4Sight,62,99.9851,98.64,99.06,Thermal
4Sight,63,99.9819,98.97,100.55,Thermal
4Sight,64,99.9897,98.44,99.12,None
4Sight,65,99.9825,99.42,99.1,None
4Sight,66,99.9725,99.19,100.47,None
4Sight,67,99.9897,101.22,100.98,None
4Sight,68,99.9879,100.51,100.07,None
4Sight,69,99.977,99.14,100.57,Thermal
4Sight,70,99.9834,100.86,100.04,None
4Sight,71,99.9766,100.33,100.65,None
4Sight,72,99.972,100.85,100.66,None
4Sight,73,99.9712,101.55,99.95,None
4Sight,74,99.9774,100.11,100.18,None
4Sight,75,99.9779,99.05,100.0,None
4Sight,76,99.9788,101.72,99.98,Bandwidth
4Sight,77,99.9865,98.58,99.25,Thermal
4Sight,78,99.9726,100.82,100.73,None
4Sight,79,99.9743,99.89,100.49,Scaling
4Sight,80,99.9774,101.81,100.2,None
4Sight,81,99.9724,100.29,99.08,None
4Sight,82,99.9774,101.96,99.61,None
4Sight,83,99.9858,98.57,100.18,None
4Sight,84,99.9879,101.56,99.43,Quantum
4Sight,85,99.9798,98.49,99.7,Quantum
4Sight,86,99.9784,100.29,100.13,Scaling
4Sight,87,99.9856,99.9,100.44,None
4Sight,88,99.9852,100.02,99.92,None
4Sight,89,99.979,101.47,99.65,Thermal
4Sight,90,99.9833,99.64,99.47,None
4Sight,91,99.9808,101.83,100.78,Thermal
4Sight,92,99.9829,101.46,100.41,None
4Sight,93,99.9859,100.83,100.12,None
4Sight,94,99.9812,98.77,100.24,None
4Sight,95,99.9711,100.28,99.38,None
4Sight,96,99.9879,98.48,100.87,None
4Sight,97,99.9704,101.15,99.49,Thermal
4Sight,98,99.9878,99.78,100.61,None
4Sight,99,99.978,98.18,100.72,None
4Sight,100,99.9787,99.66,100.72,None
4Sight,101,99.9751,98.46,99.2,None
4Sight,102,99.9729,99.02,99.18,None
4Sight,103,99.9781,98.68,100.23,None
4Sight,104,99.9705,98.23,99.78,None
4Sight,105,99.9783,99.3,99.75,Quantum
4Sight,106,99.9724,98.81,100.5,None
4Sight,107,99.9799,101.01,99.77,None
4Sight,108,99.9712,99.86,99.81,None
4Sight,109,99.9781,98.93,100.77,None
4Sight,110,99.9893,100.7,99.49,None
4Sight,111,99.9857,99.22,99.81,None
4Sight,112,99.9827,98.81,100.94,None
4Sight,113,99.9897,101.13,100.08,None
4Sight,114,99.9882,99.81,99.0,None
4Sight,115,99.9866,99.16,100.94,None
4Sight,116,99.9887,99.93,100.2,Quantum
4Sight,117,99.9776,99.41,100.26,None
4Sight,118,99.9802,98.18,100.48,None
4Sight,119,99.976,99.58,99.25,None
4Sight,120,99.9811,99.12,99.86,None
UniversalScaleScope,1,99.9891,99.27,100.36,None
UniversalScaleScope,2,99.9752,101.01,99.91,None
UniversalScaleScope,3,99.9897,99.37,99.92,None
UniversalScaleScope,4,99.9703,100.77,100.29,None
UniversalScaleScope,5,99.9795,101.61,100.35,None
UniversalScaleScope,6,99.9879,100.81,100.52,None
UniversalScaleScope,7,99.9857,100.6,99.16,None
UniversalScaleScope,8,99.9866,100.69,100.34,None
UniversalScaleScope,9,99.9863,101.31,99.72,None
UniversalScaleScope,10,99.9854,100.79,99.02,None
UniversalScaleScope,11,99.9887,99.78,99.44,None
UniversalScaleScope,12,99.9756,101.69,99.72,None
UniversalScaleScope,13,99.9823,99.21,100.44,None
UniversalScaleScope,14,99.9799,99.45,99.56,Scaling
UniversalScaleScope,15,99.9841,98.84,99.39,Quantum
UniversalScaleScope,16,99.9779,101.48,100.14,None
UniversalScaleScope,17,99.981,100.64,100.13,None
UniversalScaleScope,18,99.9813,98.26,99.26,None
UniversalScaleScope,19,99.9752,100.28,99.46,None
UniversalScaleScope,20,99.9856,98.77,100.36,Bandwidth
UniversalScaleScope,21,99.9839,100.13,99.51,None
UniversalScaleScope,22,99.9791,101.75,100.28,Scaling
UniversalScaleScope,23,99.971,101.76,99.87,Bandwidth
UniversalScaleScope,24,99.9755,100.72,99.93,None
UniversalScaleScope,25,99.9852,101.54,99.45,None
UniversalScaleScope,26,99.9784,99.8,99.01,None
UniversalScaleScope,27,99.9716,100.29,99.05,Thermal
UniversalScaleScope,28,99.9896,99.7,99.15,None
UniversalScaleScope,29,99.9733,99.24,100.25,None
UniversalScaleScope,30,99.9796,101.23,100.19,None
UniversalScaleScope,31,99.9767,99.0,99.22,None
UniversalScaleScope,32,99.9768,98.22,99.67,Thermal
UniversalScaleScope,33,99.9889,101.1,100.24,Thermal
UniversalScaleScope,34,99.9825,100.32,99.17,None
UniversalScaleScope,35,99.9707,99.25,100.7,None
UniversalScaleScope,36,99.9726,101.68,99.88,None
UniversalScaleScope,37,99.9825,98.26,100.36,None
UniversalScaleScope,38,99.9759,99.53,99.19,Thermal
UniversalScaleScope,39,99.9747,100.4,100.32,None
UniversalScaleScope,40,99.9777,101.18,100.76,None
UniversalScaleScope,41,99.9768,101.75,100.57,None
UniversalScaleScope,42,99.9766,98.77,99.21,None
UniversalScaleScope,43,99.9714,101.16,99.39,None
UniversalScaleScope,44,99.9827,99.03,99.84,Thermal
UniversalScaleScope,45,99.9789,98.97,100.59,None
UniversalScaleScope,46,99.9762,99.74,100.92,Thermal
UniversalScaleScope,47,99.9762,101.54,100.55,None
UniversalScaleScope,48,99.9762,99.37,99.74,None
UniversalScaleScope,49,99.9817,100.71,99.11,None
UniversalScaleScope,50,99.9867,101.43,99.84,None
UniversalScaleScope,51,99.974,101.63,100.57,None
UniversalScaleScope,52,99.9834,100.78,100.96,None
UniversalScaleScope,53,99.9766,100.31,100.93,None
UniversalScaleScope,54,99.9784,98.65,99.91,Thermal
UniversalScaleScope,55,99.9708,98.88,99.01,None
UniversalScaleScope,56,99.9746,100.5,99.48,Thermal
UniversalScaleScope,57,99.9891,99.33,100.48,None
UniversalScaleScope,58,99.9737,101.96,99.73,None
UniversalScaleScope,59,99.9706,98.46,99.58,None
UniversalScaleScope,60,99.9817,101.06,99.09,None
UniversalScaleScope,61,99.974,98.7,100.77,Thermal
UniversalScaleScope,62,99.9768,100.22,99.36,None
UniversalScaleScope,63,99.9869,101.64,99.04,None
UniversalScaleScope,64,99.9776,101.15,99.22,Scaling
UniversalScaleScope,65,99.9761,98.96,100.62,None
UniversalScaleScope,66,99.9888,101.91,101.0,Quantum
UniversalScaleScope,67,99.9876,98.26,99.29,Scaling
UniversalScaleScope,68,99.9859,98.77,99.76,None
UniversalScaleScope,69,99.982,101.91,99.49,None
UniversalScaleScope,70,99.9823,98.76,100.07,Thermal
UniversalScaleScope,71,99.9766,98.21,100.59,Quantum
UniversalScaleScope,72,99.987,101.87,100.77,None
UniversalScaleScope,73,99.9716,99.88,100.33,None
UniversalScaleScope,74,99.9802,101.01,100.29,None
UniversalScaleScope,75,99.98,99.86,99.64,None
UniversalScaleScope,76,99.9839,100.86,99.99,None
UniversalScaleScope,77,99.978,101.68,100.17,None
UniversalScaleScope,78,99.9744,98.81,100.73,None
UniversalScaleScope,79,99.9761,101.55,100.14,Scaling
UniversalScaleScope,80,99.9775,100.2,99.27,None
UniversalScaleScope,81,99.9789,99.41,100.17,None
UniversalScaleScope,82,99.9824,99.7,99.94,None
UniversalScaleScope,83,99.9861,99.27,99.76,None
UniversalScaleScope,84,99.9747,100.58,99.72,None
UniversalScaleScope,85,99.9869,100.05,100.29,Thermal
UniversalScaleScope,86,99.9885,98.39,99.14,None
UniversalScaleScope,87,99.974,98.79,99.66,None
UniversalScaleScope,88,99.9863,100.73,99.55,Thermal
UniversalScaleScope,89,99.99,101.99,100.5,Thermal
UniversalScaleScope,90,99.9882,98.03,99.6,Quantum
UniversalScaleScope,91,99.9857,99.62,99.81,None
UniversalScaleScope,92,99.9831,99.89,100.03,Thermal
UniversalScaleScope,93,99.973,99.59,99.45,Thermal
UniversalScaleScope,94,99.9795,100.06,100.57,Thermal
UniversalScaleScope,95,99.9845,99.85,100.58,None
UniversalScaleScope,96,99.9738,101.08,100.4,None
UniversalScaleScope,97,99.979,100.23,99.75,None
UniversalScaleScope,98,99.9726,101.77,99.02,Quantum
UniversalScaleScope,99,99.9867,99.36,99.84,None
UniversalScaleScope,100,99.9781,101.11,100.08,None
UniversalScaleScope,101,99.9705,101.14,100.84,None
UniversalScaleScope,102,99.9891,99.32,100.26,None
UniversalScaleScope,103,99.9822,101.47,100.96,None
UniversalScaleScope,104,99.9778,100.14,99.38,None
UniversalScaleScope,105,99.9814,99.81,100.79,None
UniversalScaleScope,106,99.9721,100.21,99.06,None
UniversalScaleScope,107,99.9798,98.75,99.14,Bandwidth
UniversalScaleScope,108,99.9757,98.93,100.32,None
UniversalScaleScope,109,99.9711,100.07,99.34,Quantum
UniversalScaleScope,110,99.9782,98.63,99.22,None
UniversalScaleScope,111,99.9796,98.28,100.91,Quantum
UniversalScaleScope,112,99.9726,98.82,99.86,Thermal
UniversalScaleScope,113,99.9795,100.41,100.88,None
UniversalScaleScope,114,99.98,100.74,99.55,None
UniversalScaleScope,115,99.9729,98.26,99.8,Quantum
UniversalScaleScope,116,99.9805,101.64,100.76,None
UniversalScaleScope,117,99.9815,100.95,99.58,Quantum
UniversalScaleScope,118,99.9791,100.8,100.42,None
UniversalScaleScope,119,99.9823,101.24,99.35,None
UniversalScaleScope,120,99.988,100.93,99.92,Scaling
Epi0_agents,1,99.9737,100.27,99.79,Scaling
Epi0_agents,2,99.9748,101.48,99.55,None
Epi0_agents,3,99.9758,101.67,100.4,Thermal
Epi0_agents,4,99.9743,99.97,100.98,None
Epi0_agents,5,99.9899,98.31,99.21,Thermal
Epi0_agents,6,99.9765,99.8,99.51,None
Epi0_agents,7,99.9792,98.29,100.39,Thermal
Epi0_agents,8,99.9776,100.98,100.71,None
Epi0_agents,9,99.9702,98.46,100.83,None
Epi0_agents,10,99.985,99.94,99.14,None
Epi0_agents,11,99.9748,101.8,99.28,Quantum
Epi0_agents,12,99.9868,98.68,99.04,None
Epi0_agents,13,99.9759,100.14,99.78,None
Epi0_agents,14,99.9853,100.71,99.31,None
Epi0_agents,15,99.9743,98.14,100.35,None
Epi0_agents,16,99.9839,101.35,100.62,None
Epi0_agents,17,99.9843,101.59,99.78,None
Epi0_agents,18,99.971,98.02,100.54,Thermal
Epi0_agents,19,99.9886,99.5,99.48,None
Epi0_agents,20,99.9784,101.96,99.67,None
Epi0_agents,21,99.9834,98.88,100.76,Thermal
Epi0_agents,22,99.9866,98.67,99.33,None
Epi0_agents,23,99.9722,99.31,100.12,None
Epi0_agents,24,99.9741,100.17,100.88,None
Epi0_agents,25,99.9743,99.43,99.35,None
Epi0_agents,26,99.9763,99.56,99.92,None
Epi0_agents,27,99.9863,100.6,99.74,None
Epi0_agents,28,99.9744,99.21,100.2,Bandwidth
Epi0_agents,29,99.972,100.14,100.98,Quantum
Epi0_agents,30,99.9734,101.84,100.2,Bandwidth
Epi0_agents,31,99.9839,100.71,100.94,None
Epi0_agents,32,99.9766,100.54,100.77,None
Epi0_agents,33,99.987,99.93,99.67,None
Epi0_agents,34,99.9817,99.53,100.28,None
Epi0_agents,35,99.9817,101.95,99.47,None
Epi0_agents,36,99.9879,99.24,100.48,Thermal
Epi0_agents,37,99.9824,98.24,99.75,None
Epi0_agents,38,99.973,98.82,99.08,Scaling
Epi0_agents,39,99.982,101.78,100.48,None
Epi0_agents,40,99.9756,100.57,100.52,None
Epi0_agents,41,99.9896,100.59,99.58,None
Epi0_agents,42,99.9869,99.33,99.48,None
Epi0_agents,43,99.9881,100.66,99.5,None
Epi0_agents,44,99.9844,100.43,99.76,None
Epi0_agents,45,99.9788,98.02,100.74,None
Epi0_agents,46,99.9738,100.54,99.28,None
Epi0_agents,47,99.9718,100.37,100.66,Scaling
Epi0_agents,48,99.9747,98.31,100.45,None
Epi0_agents,49,99.9844,98.98,99.35,None
Epi0_agents,50,99.9757,99.79,100.27,None
Epi0_agents,51,99.9856,98.32,100.95,None
Epi0_agents,52,99.9734,99.77,100.01,Thermal
Epi0_agents,53,99.9852,101.28,100.59,None
Epi0_agents,54,99.9776,101.42,100.52,Scaling
Epi0_agents,55,99.9819,98.61,100.45,None
Epi0_agents,56,99.9793,99.81,99.75,None
Epi0_agents,57,99.9714,98.55,99.94,None
Epi0_agents,58,99.9738,98.05,100.0,Thermal
Epi0_agents,59,99.9798,101.7,100.88,Bandwidth
Epi0_agents,60,99.9775,99.96,100.28,None
Epi0_agents,61,99.9782,98.16,100.84,None
Epi0_agents,62,99.9813,98.78,99.87,None
Epi0_agents,63,99.9883,100.89,100.02,None
Epi0_agents,64,99.9838,100.79,100.3,Scaling
Epi0_agents,65,99.9847,98.97,99.07,Quantum
Epi0_agents,66,99.9826,100.71,100.39,None
Epi0_agents,67,99.9752,99.82,100.36,None
Epi0_agents,68,99.982,101.81,100.68,None
Epi0_agents,69,99.9854,100.58,100.83,None
Epi0_agents,70,99.9817,101.6,100.04,None
Epi0_agents,71,99.9785,101.32,99.51,None
Epi0_agents,72,99.9894,100.63,99.77,None
Epi0_agents,73,99.9782,101.51,100.46,None
Epi0_agents,74,99.9827,101.11,99.69,None
Epi0_agents,75,99.985,101.72,99.8,None
Epi0_agents,76,99.9897,101.27,99.0,None
Epi0_agents,77,99.9839,100.1,100.31,Thermal
Epi0_agents,78,99.9734,99.5,100.41,None
Epi0_agents,79,99.9736,101.79,99.9,Quantum
Epi0_agents,80,99.9737,98.24,99.37,Thermal
Epi0_agents,81,99.9752,101.61,99.82,None
Epi0_agents,82,99.9825,101.47,99.33,None
Epi0_agents,83,99.9776,99.11,99.68,None
Epi0_agents,84,99.9796,100.69,99.2,None
Epi0_agents,85,99.985,98.03,100.16,Bandwidth
Epi0_agents,86,99.9719,100.09,99.01,None
Epi0_agents,87,99.9897,101.05,100.86,None
Epi0_agents,88,99.9767,99.72,99.74,Quantum
Epi0_agents,89,99.99,101.27,100.88,None
Epi0_agents,90,99.9776,98.23,99.71,None
Epi0_agents,91,99.972,99.83,100.4,Thermal
Epi0_agents,92,99.9878,98.56,100.2,Quantum
Epi0_agents,93,99.9756,100.8,100.63,None
Epi0_agents,94,99.9824,100.64,99.95,None
Epi0_agents,95,99.9738,101.94,100.92,Quantum
Epi0_agents,96,99.9703,99.44,99.09,Quantum
Epi0_agents,97,99.9765,99.78,100.21,None
Epi0_agents,98,99.9823,98.33,99.86,Scaling
Epi0_agents,99,99.9886,101.95,100.71,Scaling
Epi0_agents,100,99.9847,99.18,99.39,None
Epi0_agents,101,99.9804,100.29,100.71,None
Epi0_agents,102,99.9726,101.19,99.6,None
Epi0_agents,103,99.981,101.5,99.34,None
Epi0_agents,104,99.9723,100.65,99.48,None
Epi0_agents,105,99.9851,100.64,99.18,None
Epi0_agents,106,99.9843,98.64,100.86,Scaling
Epi0_agents,107,99.9853,98.88,99.52,None
Epi0_agents,108,99.988,98.49,99.27,None
Epi0_agents,109,99.9845,98.36,100.38,Quantum
Epi0_agents,110,99.9886,101.07,100.2,None
Epi0_agents,111,99.9775,100.87,100.47,None
Epi0_agents,112,99.9828,100.25,100.71,Quantum
Epi0_agents,113,99.9745,98.46,99.18,None
Epi0_agents,114,99.9848,101.75,100.49,None
Epi0_agents,115,99.9774,101.41,100.91,None
Epi0_agents,116,99.97,98.25,100.07,Quantum
Epi0_agents,117,99.9896,99.28,99.73,None
Epi0_agents,118,99.9859,100.08,100.2,None
Epi0_agents,119,99.9779,100.15,99.92,None
Epi0_agents,120,99.9889,101.35,100.0,None
Pi0Aidr,1,99.982,98.58,100.33,Quantum
Pi0Aidr,2,99.9841,100.4,99.62,Bandwidth
Pi0Aidr,3,99.9725,101.99,100.41,None
Pi0Aidr,4,99.9866,99.98,100.41,None
Pi0Aidr,5,99.9896,99.33,100.66,None
Pi0Aidr,6,99.9847,101.24,100.4,None
Pi0Aidr,7,99.9873,98.72,99.98,None
Pi0Aidr,8,99.9897,100.64,100.7,Bandwidth
Pi0Aidr,9,99.981,99.35,100.36,Bandwidth
Pi0Aidr,10,99.9852,99.56,100.06,None
Pi0Aidr,11,99.9839,98.78,100.71,None
Pi0Aidr,12,99.9726,101.01,100.16,Quantum
Pi0Aidr,13,99.987,100.84,99.92,None
Pi0Aidr,14,99.9728,100.78,99.58,None
Pi0Aidr,15,99.9744,100.99,100.47,None
Pi0Aidr,16,99.9845,100.3,100.36,Bandwidth
Pi0Aidr,17,99.973,101.8,99.85,Quantum
Pi0Aidr,18,99.9885,98.38,100.95,None
Pi0Aidr,19,99.971,101.92,100.3,None
Pi0Aidr,20,99.9894,100.51,99.81,None
Pi0Aidr,21,99.9748,99.95,100.38,Bandwidth
Pi0Aidr,22,99.9831,99.5,100.38,Thermal
Pi0Aidr,23,99.9832,101.11,100.73,None
Pi0Aidr,24,99.9755,100.61,99.73,None
Pi0Aidr,25,99.9717,99.96,100.34,None
Pi0Aidr,26,99.9705,100.29,100.15,None
Pi0Aidr,27,99.9849,101.18,99.36,None
Pi0Aidr,28,99.9829,99.73,100.14,None
Pi0Aidr,29,99.9713,101.64,100.59,None
Pi0Aidr,30,99.9863,98.08,100.11,None
Pi0Aidr,31,99.9862,99.95,100.04,None
Pi0Aidr,32,99.9843,101.16,99.25,Thermal
Pi0Aidr,33,99.9893,101.59,99.36,None
Pi0Aidr,34,99.9736,100.22,100.6,None
Pi0Aidr,35,99.9726,98.82,99.32,None
Pi0Aidr,36,99.987,98.14,100.96,None
Pi0Aidr,37,99.9773,100.18,99.85,Scaling
Pi0Aidr,38,99.97,99.2,100.89,None
Pi0Aidr,39,99.9857,100.64,99.89,None
Pi0Aidr,40,99.9839,100.09,100.97,None
Pi0Aidr,41,99.9808,98.84,99.2,Quantum
Pi0Aidr,42,99.9747,98.75,99.6,Quantum
Pi0Aidr,43,99.9891,100.41,99.43,None
Pi0Aidr,44,99.9726,100.49,99.15,None
Pi0Aidr,45,99.9776,101.61,99.8,None
Pi0Aidr,46,99.9751,99.7,100.39,None
Pi0Aidr,47,99.9714,100.93,100.99,None
Pi0Aidr,48,99.9739,99.49,100.31,Quantum
Pi0Aidr,49,99.9821,99.68,99.31,Bandwidth
Pi0Aidr,50,99.9787,98.1,100.21,None
Pi0Aidr,51,99.9725,98.44,100.1,None
Pi0Aidr,52,99.9828,99.45,99.67,None
Pi0Aidr,53,99.9874,98.9,99.02,None
Pi0Aidr,54,99.9894,99.51,99.21,Scaling
Pi0Aidr,55,99.9735,100.91,99.61,Quantum
Pi0Aidr,56,99.9798,100.12,100.4,Quantum
Pi0Aidr,57,99.981,100.43,100.79,None
Pi0Aidr,58,99.9889,99.56,99.69,Thermal
Pi0Aidr,59,99.9894,100.13,100.19,Quantum
Pi0Aidr,60,99.9795,98.51,99.02,None
Pi0Aidr,61,99.9731,98.51,99.76,Thermal
Pi0Aidr,62,99.9711,100.9,100.95,Thermal
Pi0Aidr,63,99.975,100.43,100.41,None
Pi0Aidr,64,99.9897,101.19,100.0,None
Pi0Aidr,65,99.9786,101.77,100.76,Quantum
Pi0Aidr,66,99.9761,101.43,100.89,None
Pi0Aidr,67,99.9763,98.36,99.16,Thermal
Pi0Aidr,68,99.9889,98.66,99.11,Thermal
Pi0Aidr,69,99.9811,99.97,100.75,Bandwidth
Pi0Aidr,70,99.9785,100.03,100.46,None
Pi0Aidr,71,99.9803,101.99,100.78,None
Pi0Aidr,72,99.9781,100.47,100.82,Thermal
Pi0Aidr,73,99.9843,100.81,100.5,None
Pi0Aidr,74,99.9848,101.8,100.65,Quantum
Pi0Aidr,75,99.9806,100.44,100.21,Bandwidth
Pi0Aidr,76,99.9835,101.53,100.05,None
Pi0Aidr,77,99.9715,101.36,100.03,Bandwidth
Pi0Aidr,78,99.9785,99.52,99.75,None
Pi0Aidr,79,99.9883,99.0,100.08,Thermal
Pi0Aidr,80,99.9724,99.2,99.59,None
Pi0Aidr,81,99.9848,100.28,99.43,None
Pi0Aidr,82,99.9887,100.57,100.65,None
Pi0Aidr,83,99.9793,100.47,99.98,None
Pi0Aidr,84,99.9823,99.31,99.71,None
Pi0Aidr,85,99.9878,98.74,99.71,None
Pi0Aidr,86,99.9798,98.34,100.03,None
Pi0Aidr,87,99.9725,99.95,99.31,None
Pi0Aidr,88,99.9745,99.58,99.6,None
Pi0Aidr,89,99.9736,101.25,99.22,None
Pi0Aidr,90,99.9868,98.65,99.71,None
Pi0Aidr,91,99.9772,101.48,99.4,None
Pi0Aidr,92,99.9708,99.58,100.49,Scaling
Pi0Aidr,93,99.9732,98.8,99.96,None
Pi0Aidr,94,99.9753,99.68,100.1,Thermal
Pi0Aidr,95,99.9843,99.3,100.53,Quantum
Pi0Aidr,96,99.98,101.69,100.69,None
Pi0Aidr,97,99.9722,98.43,99.04,None
Pi0Aidr,98,99.98,101.07,99.47,None
Pi0Aidr,99,99.9768,101.91,100.47,None
Pi0Aidr,100,99.9758,99.94,100.52,None
Pi0Aidr,101,99.973,100.04,99.5,Thermal
Pi0Aidr,102,99.9873,101.98,99.49,Quantum
Pi0Aidr,103,99.974,100.83,100.62,Thermal
Pi0Aidr,104,99.98,98.72,100.99,None
Pi0Aidr,105,99.9827,98.92,99.26,None
Pi0Aidr,106,99.9898,101.72,99.85,None
Pi0Aidr,107,99.9718,98.2,99.81,None
Pi0Aidr,108,99.9827,98.93,99.67,None
Pi0Aidr,109,99.9802,100.58,99.61,None
Pi0Aidr,110,99.9756,99.4,99.84,None
Pi0Aidr,111,99.971,98.16,99.1,Thermal
Pi0Aidr,112,99.9742,99.89,100.82,None
Pi0Aidr,113,99.9737,101.79,99.73,None
Pi0Aidr,114,99.9719,98.05,100.1,Quantum
Pi0Aidr,115,99.9766,100.97,99.72,Thermal
Pi0Aidr,116,99.9806,99.49,100.3,None
Pi0Aidr,117,99.9777,101.55,99.26,Thermal
Pi0Aidr,118,99.9724,100.35,100.82,None
Pi0Aidr,119,99.9738,100.82,100.85,None
Pi0Aidr,120,99.9809,99.37,100.45,Bandwidth
